,0,1
0,65.202194,84.36868
1,65.543945,84.71745
2,65.8465,85.04265
3,66.13898,85.35533
4,66.368256,85.62361
5,66.581604,85.85205
6,66.69795,85.96843
7,66.77307,86.00427
8,66.908875,86.02643
9,67.41904,86.183685
10,67.88385,86.29924
11,68.26782,86.315384
12,68.53572,86.158875
13,68.64344,85.74585
14,68.50461,84.87302
15,68.07848,83.251205
16,67.362755,80.60843
17,65.75472,76.011154
18,64.54607,71.790375
19,63.04498,67.14432
20,62.096443,63.833347
21,61.993977,62.54701
22,62.29445,62.116848
23,63.349075,61.55749
24,63.6811,61.04353
25,63.79049,59.581417
26,63.636856,56.708202
27,63.341618,53.029163
28,63.184254,50.34418
29,63.270798,49.1196
30,62.802177,49.017395
31,62.90413,49.111057
32,62.910084,49.00367
33,63.052284,48.164455
34,63.48943,46.277706
35,63.989975,44.41135
36,62.13978,44.865223
37,62.33431,43.617
38,62.587345,42.520237
39,62.82447,41.5407
40,62.977432,40.760677
41,63.0429,40.10153
42,63.03542,39.593216
43,62.947586,39.19839
44,62.79935,38.89577
45,62.607166,38.638126
46,62.300224,38.35407
47,61.590645,37.866325
48,60.136887,37.364193
49,57.807446,36.770813
50,56.175007,36.20834
51,55.388462,35.5527
52,54.93459,34.67301
53,54.70486,33.98098
54,54.599014,33.592606
55,54.560814,33.313065
56,56.436947,31.262606
57,58.725945,28.263563
58,60.174744,26.552147
59,60.93966,25.589886
60,61.803204,24.717388
61,62.813408,23.881706
62,64.04004,23.059193
63,65.92354,22.174192
64,68.815834,21.277672
65,70.96337,20.85767
66,71.68298,20.723194
67,71.54869,20.648636
68,71.05139,20.591608
69,68.80675,20.650593
70,63.503204,21.302376
71,60.89413,21.850807
72,61.318214,21.51794
73,61.60044,21.292599
74,61.403114,21.084333
75,61.454247,21.040644
76,61.5605,20.972496
77,61.702076,20.892376
78,61.859352,20.806786
79,62.029297,20.724129
80,62.200546,20.579325
81,62.397118,20.4974
82,62.550587,20.446491
83,62.693066,20.40662
84,62.864914,20.355604
85,63.059788,20.298836
86,64.35384,20.280943
87,64.70172,20.228111
88,65.0819,20.182735
89,65.664536,20.131346
90,67.553375,19.969685
91,68.64195,19.88964
92,69.018364,19.877203
93,69.60242,19.872662
94,72.05068,19.73901
95,74.910126,19.636463
96,76.181786,19.602108
97,76.80657,19.539602
98,77.42531,19.450909
99,78.12853,19.322035
100,79.219795,19.113453
101,81.220345,18.71608
102,84.21812,18.068932
103,87.32128,17.449116
104,89.88697,16.997238
105,91.95751,16.652447
106,93.57702,16.384327
107,94.83942,16.174278
108,95.971886,15.995264
109,97.15385,15.831558
110,99.52898,15.050209
111,101.11008,14.8742695
112,102.56715,14.743035
113,103.83518,14.727834
114,104.814545,14.945236
115,105.69417,15.573693
116,106.80326,16.604507
117,108.05509,17.509167
118,109.25001,18.317528
119,110.572495,19.251318
120,111.94476,20.286205
121,112.618835,20.718725
122,112.56481,20.749866
123,112.28725,20.59598
124,111.85468,19.323431
125,109.78007,15.730245
126,102.35227,13.423393
127,98.84611,10.764841
128,105.868,12.700621
129,111.27056,20.112633
130,115.459366,29.580904
131,116.43363,29.624866
132,115.861984,29.51144
133,115.551544,29.24927
134,115.34218,29.159124
135,114.960526,29.127855
136,114.36164,29.02264
137,116.27435,27.902441
138,116.37429,27.971199
139,116.57068,28.439219
140,117.524666,27.869904
141,117.590385,28.33624
142,117.50648,29.157516
143,118.170616,28.726118
144,118.21378,29.227392
145,123.20562,25.8858
146,118.55673,29.08329
147,121.87946,26.476162
148,132.36996,19.569328
149,120.36962,27.56546
150,128.14253,21.928871
151,134.83499,20.281557
152,121.96068,25.27481
153,131.91139,23.720985
154,139.4346,26.194044
155,142.04439,27.286514
156,136.92783,25.411104
157,141.37772,26.704672
158,142.16914,27.519709
159,139.12999,26.242233
160,141.9852,27.182446
161,142.21986,27.585495
162,140.88034,26.307724
163,142.11809,27.441721
164,142.24216,27.608751
165,142.28719,27.631462
166,142.20113,27.552708
167,142.26288,27.61953
168,142.29456,27.628683
169,142.34302,27.622517
170,142.2873,27.610983
171,142.37756,27.584032
172,144.08807,27.365427
173,146.71642,26.470497
174,143.64893,27.473577
175,146.33655,26.5817
176,152.00023,25.484982
177,153.96013,25.521149
178,153.30244,25.477636
179,154.0081,25.68573
180,154.08731,26.032822
181,154.13701,26.376907
182,154.19267,26.806688
183,154.64395,28.753029
184,154.97574,30.230091
185,155.39258,31.925014
186,155.63551,32.832153
187,156.55432,34.80252
188,156.58667,35.003876
189,156.51733,34.834076
190,156.1762,33.95133
191,155.01392,30.982197
192,154.77544,28.519196
193,156.77882,26.934132
194,157.69055,26.645882
195,157.50882,26.006453
196,168.86375,36.3166
197,166.96829,35.121788
198,167.80241,41.634777
199,181.53603,37.600754
200,193.60014,36.56339
201,196.6522,17.92092
202,198.78455,22.453362
203,197.61545,21.63952
204,194.49428,22.940289
