,0,1
0,55.68036,83.068306
1,56.296524,82.95777
2,56.869526,82.77896
3,57.73321,82.53075
4,58.309402,82.33125
5,58.674217,82.36674
6,58.979557,82.722496
7,59.337685,83.20037
8,59.74155,83.62462
9,59.97785,82.8619
10,59.99259,82.047226
11,59.913643,81.316216
12,59.831383,80.5943
13,59.837,79.93207
14,59.922897,79.36049
15,60.08106,78.86406
16,60.272316,78.38402
17,62.224613,78.062256
18,62.55733,77.471344
19,62.975323,76.791725
20,63.438416,75.87684
21,63.968014,74.58727
22,64.41236,73.513794
23,64.41499,74.20088
24,64.8174,73.13698
25,65.21977,72.01076
26,65.613304,70.85512
27,65.98297,69.58923
28,66.37715,68.01565
29,66.686676,66.14427
30,66.746216,59.17457
31,67.336815,55.86583
32,68.949,52.274014
33,70.17635,49.96324
34,70.05224,49.24803
35,69.977585,48.76622
36,65.57469,47.95404
37,65.27191,47.348145
38,64.87017,46.95883
39,64.58418,46.661148
40,64.30188,46.416245
41,63.998055,46.187466
42,63.700027,45.96158
43,63.424095,45.72373
44,63.17102,45.470436
45,63.01889,45.161407
46,62.684853,44.751297
47,61.559002,43.69748
48,59.651268,40.890907
49,57.36542,37.863365
50,56.923016,36.24174
51,57.509438,35.359413
52,58.334152,34.632652
53,59.01361,33.97239
54,59.43455,33.44281
55,59.709435,32.96033
56,59.690292,30.682789
57,62.505615,30.05624
58,63.52214,29.924156
59,63.76999,29.58616
60,63.985893,29.308378
61,64.21284,29.063887
62,64.48601,28.76864
63,65.145546,28.386398
64,66.33865,28.278112
65,67.07932,28.433798
66,67.27854,27.881369
67,66.9223,28.05306
68,66.459236,28.710836
69,65.32699,28.350637
70,62.2035,27.360352
71,63.01513,27.842516
72,63.246063,27.68809
73,63.462578,27.550566
74,62.934494,27.88218
75,63.25287,27.813858
76,63.637764,27.723457
77,64.09324,27.617306
78,64.61774,27.496794
79,65.16456,27.37084
80,79.203224,22.652056
81,80.61653,22.205526
82,80.553505,22.286917
83,79.90316,22.589016
84,80.28043,22.521645
85,81.56403,22.12556
86,83.13215,21.18885
87,83.46356,21.118608
88,83.59608,21.116152
89,83.28959,21.183401
90,81.859474,21.165028
91,81.40416,21.235552
92,81.58343,21.340414
93,80.511696,21.936258
94,76.65888,23.652845
95,74.73274,24.894209
96,75.35522,25.716883
97,76.20826,25.884703
98,77.43525,25.58032
99,78.4347,25.23044
100,79.27004,25.00538
101,80.45544,25.371943
102,82.83873,26.258326
103,84.91195,26.770563
104,86.07104,26.827951
105,87.03668,26.785635
106,88.033516,26.73147
107,88.97758,26.70913
108,89.868416,26.729094
109,90.71241,26.787909
110,87.17979,25.977465
111,88.02522,26.125174
112,88.78579,26.21953
113,89.549225,26.26645
114,91.61138,24.902132
115,93.60653,23.474283
116,95.78051,21.808365
117,98.74916,20.263624
118,100.70136,19.360271
119,102.485565,18.526838
120,103.95351,17.762249
121,104.49947,17.42267
122,104.43541,17.296907
123,104.29426,17.224367
124,104.60793,16.984417
125,106.33748,16.305794
126,110.64032,15.5198345
127,115.390236,15.488752
128,118.238075,16.022297
129,119.134026,16.68981
130,119.705894,17.492548
131,120.06115,18.090176
132,120.26143,18.361448
133,120.483604,18.423584
134,120.808784,18.444117
135,121.4159,18.450062
136,121.87493,18.540197
137,120.89042,18.495218
138,120.967224,18.482029
139,120.70717,18.398994
140,121.31053,18.46725
141,121.59994,18.576866
142,121.75075,19.125525
143,122.92401,19.374222
144,124.04753,20.079391
145,125.30706,21.220615
146,126.82163,20.34049
147,128.08354,21.165548
148,128.30984,22.680452
149,128.40134,20.943737
150,128.88867,22.395254
151,129.04272,24.45322
152,128.85905,22.574432
153,129.666,24.754213
154,130.07889,26.27849
155,132.25415,26.794058
156,129.5544,25.767653
157,131.6989,26.609035
158,133.57,27.047873
159,130.41914,26.100725
160,132.84703,26.260836
161,135.64134,26.369032
162,131.64812,25.715464
163,134.08788,25.90402
164,136.59554,26.256205
165,139.6943,26.340479
166,135.4565,25.037497
167,139.11113,25.590105
168,143.07982,26.183958
169,147.29439,27.20369
170,142.97893,24.51443
171,147.84094,25.365496
172,147.93564,21.794523
173,150.82292,23.688696
174,149.33803,24.121778
175,151.3066,24.897564
176,150.5494,23.653208
177,151.41177,27.468918
178,152.6118,28.255045
179,152.29448,31.401915
180,152.38292,32.22426
181,152.53317,32.35121
182,152.69473,32.58671
183,153.94312,36.65919
184,154.45747,37.488483
185,154.94649,38.459156
186,154.91399,39.024887
187,156.07909,40.220467
188,155.8423,40.543007
189,155.32329,40.920654
190,154.63649,40.82082
191,155.62721,38.796547
192,158.9576,34.908745
193,167.37636,30.470812
194,169.06175,28.24403
195,169.48238,27.1959
196,182.06215,30.375065
197,180.41774,31.790916
198,174.75996,30.433847
199,177.73918,30.48778
200,195.41273,28.99495
201,194.52342,27.608686
202,191.06497,33.730312
203,188.14456,32.56991
204,181.41133,31.635706
